,fold_id,train_ids,test_ids,cc_start,cc_end,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24
0,0,[ 1  3  4  6  7 11],[ 0  2  5  8  9 10],0.6626203072856576,0.6855223111348292,1e-05,0.1843639670819971,1e-05,1e-05,0.6159134131651246,1.3671597558925974,0.6543785249187863,1.0654817058436963,0.9025253023214159,1e-05,0.4312589812545307,0.6131541645648533,0.30761805374395157,0.30700281962692194,0.4322025136103616,0.3332314830686063,2.9239800207208715,3.3244507730211583,1.76113217544422,2.464065087463201,1.401118074076293,0.6402595570865439,1e-05,0.49541811841323,0.42035229618489034
0,1,[ 0  2  5  8  9 10],[ 1  3  4  6  7 11],0.5518830568214996,0.6193109456403458,0.18646756337831338,0.40255718467585216,0.06878245234467861,0.4533515766207231,1e-05,0.753603833541156,0.7868667199505108,0.48724158058934286,0.9711826717950943,1.4162580091047303,1.3818398727040075,1.450108940990408,1.1877681632122041,1.3890252378409034,0.3646024882546336,0.2795891942171339,1.6275183061885912,1.8498543084309285,2.81590696743746,1.2094911811844482,0.17948460927951698,0.5809388874582777,0.4131913951562179,1e-05,0.13146441386065374
0,2,[ 1  2  4  5  7 11],[ 0  3  6  8  9 10],0.6130574007894085,0.6799848732459236,1e-05,0.13363772285574316,1e-05,1e-05,0.9918635567126711,1.643461117896617,0.8838131914434013,1.3957648843703825,1.2778712724247752,1e-05,1.0866960966782928,0.7902693348617584,1.2492853996471103,0.48310212400003694,0.23856696459574567,0.78522278826194,3.3034690621796043,1.1626486595497145,2.094849447148669,1.5657833912051076,0.7039604721967485,1.2228668329089643,0.7411933913428781,0.0724140116478621,1e-05
0,3,[ 0  3  6  8  9 10],[ 1  2  4  5  7 11],0.6103254828313984,0.6392922811327727,1e-05,0.3176767217015353,0.027032174872409942,0.3710639103631317,1e-05,0.522506454711858,0.63076693262869,0.6293614769355258,0.9748902778936845,0.9523540487325315,1.1316053769004102,1.4769592792877346,1.0056560800687697,1.485525833724435,0.39447826583136064,1e-05,1.4104918493133034,3.0595856217870434,2.557737843294022,1.7843923367428332,0.08290792461518226,1e-05,1e-05,1e-05,0.82238955229327
0,4,[ 0  2  5  8  9 11],[ 1  3  4  6  7 10],0.5985174869183233,0.6497634869967526,1e-05,0.14631033360218204,1e-05,0.3180277931932887,0.05790257942024568,0.6742501191304795,0.7554627696194203,0.45136858773675614,0.8355742481457207,1.8086915257834184,1.667493259403932,1.6956201658800358,1.150921619555305,0.8512628924968618,0.5387789798051994,1e-05,1.3240346541542252,1.6013588289900718,3.5697919271632923,1.3571001462417156,1e-05,0.6919207573936837,0.5814353027312942,1e-05,1e-05
0,5,[ 1  3  4  6  7 10],[ 0  2  5  8  9 11],0.6294356400072221,0.6383854957721622,1e-05,0.2682954695360287,1e-05,1e-05,0.020796037034560344,1.1934308243322578,0.6026220167163591,1.1349097676471662,1.1457057446234615,1e-05,0.3544680693335086,0.5753486645309894,0.5896290841307261,1.1070372299341276,1e-05,0.18542388425187056,3.1432742492625354,3.6231928064464394,1.4749756290532046,2.1702796809793203,1.165421875123583,0.07372025806429727,1e-05,0.5056793340331491,0.5835313968001681
0,6,[ 2  3  4  6  8 11],[ 0  1  5  7  9 10],0.6585346766665154,0.7040203632565897,1e-05,0.45175884464649996,0.2001155569113786,1e-05,0.5234165507435898,1.331469828221244,0.7806707740712807,1.3488374138987127,1.9158055683262265,1.154488749223744,1.2713129354354704,1.1982761477214063,0.7268589495272021,0.1664885163611312,1e-05,1e-05,1.7609962757278115,1.0239676896306547,3.185006716622233,2.073920206590947,0.20992930386112696,1.068407298295457,0.42934401052268567,0.2102231605108583,0.5568888571846087
0,7,[ 0  1  5  7  9 10],[ 2  3  4  6  8 11],0.5762377400220032,0.5971558273892207,0.2310598995612974,0.1558012221328759,1e-05,0.291275950150089,0.2825245607754225,0.7539495788323983,0.538407354276855,1e-05,0.3726924831518532,1e-05,0.8417403470056273,1.2478893567700313,0.9919150083161836,1.5654917071842698,0.6704078636286188,0.6836240076378184,2.504332352098927,3.4632564662366514,1.7855718684053057,1.8552404677022518,0.7056409061538671,0.3683591395308418,1e-05,1e-05,0.27148132304369194
0,8,[ 1  3  4  8  9 10],[ 0  2  5  6  7 11],0.62529126217821,0.665566208157688,0.36797097616325825,0.27682145368934646,1e-05,1e-05,1e-05,0.5511478199457056,1e-05,1.2448651054538606,1.473634343315515,1e-05,0.5807872845764208,1.4716963556823155,0.8872458620771362,1.2675867617738013,1e-05,1e-05,3.073194274561522,3.6044166068046346,1.852984687744589,1.6122908179387587,0.5220154926052591,0.7837714741801302,1e-05,0.5136394613603238,0.14701277221277986
0,9,[ 0  2  5  6  7 11],[ 1  3  4  8  9 10],0.6099483370042702,0.6592998180405316,1e-05,0.05914267323448136,1e-05,1e-05,0.9922570013340912,1.120937765510194,1.3947272223580929,0.6690886315292026,0.44593984554082133,1.484836170097815,1.5701932014214237,0.9338823354384292,1.6322321874242305,0.9211896788215592,0.459480620674573,0.754710807055767,1.5624156247705638,1.4744262810560118,2.8063366611417178,1.7030924355675838,0.32870431898290514,0.33074034967467053,0.6438108699398533,1e-05,0.36169192493129954
0,10,[0 1 2 3 6 7],[ 4  5  8  9 10 11],0.703189667700896,0.727003667942139,1e-05,1e-05,1e-05,1e-05,0.8020270935804499,1.3621722853986271,1.052105638538484,0.850954223814486,0.882991909226474,0.11458943484237116,1.1946107000693338,1.3229894552717507,1.514627739813671,1.1565975590198398,0.4561481289265199,1e-05,2.012369133481322,2.5391203488439076,3.1154684967647412,2.727360616391462,0.9228806262411975,1e-05,1e-05,1e-05,1.182038710827955
0,11,[ 4  5  8  9 10 11],[0 1 2 3 6 7],0.49775555213998873,0.5710954877649926,0.9686485710005511,0.8124697513271115,0.573859920695855,0.4112207482861058,1e-05,0.6789922759315462,0.5435758576634875,0.965056719007684,1.2876177701640392,1.0264663421538454,1.0981544879689973,1.0571494647284252,0.8842624273532211,1.1563689589319988,0.31709620627781926,0.7549022469115266,2.098168710458253,2.1090117582108876,1.8954843662194274,0.9170743553949421,0.16608980384894168,1.0735864168381235,0.7869149217390607,0.5234675404651843,1e-05
0,12,[ 1  3  5  8  9 10],[ 0  2  4  6  7 11],0.6571212406446548,0.7092953507122763,0.4495566868659294,0.2917058296865353,1e-05,0.28704836375729464,1e-05,0.27349641156569027,1e-05,1.3507159397328181,1.7595277680723405,1e-05,0.8831273377934139,1.6236785431555005,0.9499337804623679,1.6551160890241938,1e-05,1e-05,2.8803033272331193,3.7040621722188427,1.9529006303168226,1.3744959014139626,0.5391732580741591,0.47319627454766433,0.15308747877514378,0.6893659726166617,1e-05
0,13,[ 0  2  4  6  7 11],[ 1  3  5  8  9 10],0.5656689606076368,0.6152892371573475,1e-05,0.26029378918681223,0.19192151925715328,1e-05,0.9160279034444511,1.170555167192788,1.3123478886212876,0.8992349945004322,0.6015023955568799,1.2346101408628622,1.3724562877016315,0.9484468475447093,1.4177526166511563,0.9034244770223556,0.4797531629999586,0.44667691592577374,1.678560467925723,1.62730510467518,2.4115206452171445,1.6686291664485018,0.2952256065614613,0.4726471572035841,0.25413714529742687,1e-05,0.8163474163573647
0,14,[ 4  6  7  8  9 11],[ 0  1  2  3  5 10],0.5555869759020677,0.6545800879509756,1e-05,0.4561007549369933,0.4569989829433754,1e-05,0.3785938005715791,0.8377900210042465,0.8919868845830555,1.1924457700932263,1.0762637028756739,1.153180241509629,0.8379523051993555,1.0466434304052574,0.763589910496733,0.4797816520893539,0.3662271117280827,0.6389144980528652,2.52505657680591,1.8311134922108545,2.4927843035399677,1.4178581701890125,0.6278260109080873,1.046218306745002,0.5095471776950328,0.14072855675989315,0.40155856875708895
0,15,[ 0  1  2  3  5 10],[ 4  6  7  8  9 11],0.6585419820786765,0.7064736920877769,1e-05,1e-05,1e-05,0.39589538744395525,1e-05,1.159531353518897,0.5588511695642618,0.6799225533808706,0.9885388615852395,1e-05,1.6282645663995485,1.4521124905420781,1.8469254581546557,1.9658524046149897,1e-05,1e-05,1.9870520105482927,3.4367344345317212,2.6906813715372913,2.356826723170813,0.39088459289803623,1e-05,1e-05,1e-05,1e-05
