,user,day_0,rep_0,day_1,rep_1,m,dataset,DTW
148,6,3,9,1,6,-0.4,ind,19.32753487206719
149,12,2,6,3,12,0.3999999999999999,ind,-1.83472272686231
150,6,1,4,3,3,0.3999999999999999,ind,132.27413787897376
151,1,2,2,3,11,0.3999999999999999,ind,-74.56916005736821
152,9,3,6,2,1,0.3999999999999999,ind,-240.66511681588167
153,5,3,8,2,1,-0.6,ind,-174.6915959506798
154,7,1,11,2,6,0.6000000000000001,ind,325.25964124316556
155,7,2,1,1,11,0.3999999999999999,ind,-251.02127800389576
156,2,2,12,3,11,-0.6,ind,-25.910646592863714
157,4,2,3,1,4,-0.1999999999999999,ind,-171.09656592619717
158,1,2,10,1,3,-0.4,ind,-276.828261503362
159,8,1,13,3,8,0.6000000000000001,ind,116.24947546499584
160,7,1,5,2,2,0.6000000000000001,ind,345.2482919925062
161,4,3,8,2,6,0.3999999999999999,ind,-39.90569895263707
162,5,2,7,3,3,0.3999999999999999,ind,403.3509480251398
163,9,3,13,2,3,-0.1999999999999999,ind,157.7855769071375
164,10,3,4,2,9,0.1999999999999999,ind,126.4240739305551
165,11,1,12,3,11,-0.1999999999999999,ind,-142.81626015949337
166,1,2,2,3,7,0.6000000000000001,ind,-128.31927587015844
167,10,3,5,1,11,-0.4,ind,-512.2578651532128
168,11,2,1,1,15,0.6000000000000001,ind,556.6496021352605
169,10,3,1,2,12,0.3999999999999999,ind,29.45737012045879
170,2,3,6,1,14,0.3999999999999999,ind,50.656497804141736
171,4,2,6,3,14,-0.4,ind,-46.23963167052989
172,5,1,1,2,4,0.3999999999999999,ind,368.9188258828683
173,6,3,6,2,3,0.1999999999999999,ind,-15.722092198625433
174,12,3,2,1,2,-0.6,ind,-183.55404927370842
175,9,3,3,1,5,-0.4,ind,-391.65324671050666
176,2,3,7,2,11,-0.4,ind,68.45381618580973
177,3,1,11,3,4,0.1999999999999999,ind,30.44980165035713
178,5,3,14,2,12,0.3999999999999999,ind,-36.99111652325223
179,8,3,11,1,3,-0.6,ind,-342.1120330350884
180,4,3,8,2,3,-0.1999999999999999,ind,17.545692659683482
181,2,1,1,2,12,-0.6,ind,-127.23398006304092
182,6,2,5,1,15,-0.1999999999999999,ind,62.05569523663803
183,8,1,5,2,10,0.0,ind,244.07032326834405
184,4,1,2,2,14,0.0,ind,161.76494024566068
185,7,1,11,3,10,0.1999999999999999,ind,6.793495722761463
186,11,2,10,3,15,1.0,ind,136.66014981973694
187,10,2,14,1,13,-0.4,ind,-175.25160654915544
188,7,1,9,2,5,0.3999999999999999,ind,133.4334562243082
189,3,3,15,2,14,0.0,ind,-67.61336779018825
190,1,3,7,2,10,-1.0,ind,74.0765782667479
191,6,2,4,1,1,0.0,ind,-420.4931366962371
192,12,1,6,2,6,0.0,ind,190.72361226940325
193,3,2,3,3,15,0.1999999999999999,ind,230.35760613977345
194,7,3,12,1,8,-1.0,ind,-268.3259021691888
195,3,2,9,3,8,0.0,ind,-95.55233483479901
196,6,1,4,3,5,0.1999999999999999,ind,172.0342346548366
197,12,2,7,1,10,0.0,ind,20.84523202602395
198,10,3,12,1,10,-0.1999999999999999,ind,-84.69371520077061
199,8,3,2,2,7,-0.1999999999999999,ind,71.35980191285444
200,10,3,2,2,5,-0.1999999999999999,ind,-57.0986622742862
201,2,2,3,3,10,0.0,ind,-12.06983945937759
202,9,3,8,1,1,-0.1999999999999999,ind,-1.8281632205605547
203,4,3,13,1,2,-0.1999999999999999,ind,23.366416342834327
204,12,2,12,3,4,0.0,ind,235.80603215406245
205,5,2,12,3,5,0.0,ind,-83.67941891339933
206,8,1,3,2,3,0.0,ind,116.6346772814743
207,11,1,12,2,7,-0.1999999999999999,ind,120.80124947579134
208,5,2,10,1,4,0.0,ind,-33.2839102475084
209,9,3,6,1,13,-0.1999999999999999,ind,112.60805534752876
210,9,1,6,3,14,1.0,ind,-129.17042980053657
211,9,1,11,3,4,1.0,ind,-69.8072483287765
212,3,2,6,1,11,0.0,ind,-29.54129085901991
213,5,3,4,1,10,-1.0,ind,-528.8719494404238
214,2,2,13,3,4,1.0,ind,53.84864196403146
215,2,1,13,3,6,0.0,ind,-2.1858916520209277
216,7,1,14,2,2,1.0,ind,112.84994108210753
217,11,1,7,2,3,0.0,ind,10.651255650958774
218,1,3,11,1,12,-0.1999999999999999,ind,-19.759194901835144
219,1,1,9,3,10,1.0,ind,248.8892512962907
220,6,2,8,1,15,0.0,ind,-74.60304674887561
221,1,2,8,3,12,0.0,ind,-101.8844197578303
222,4,1,3,3,8,0.1999999999999999,ind,63.40052591297854
223,5,1,4,2,1,-0.1999999999999999,ind,-9.847129440345498
224,8,1,14,3,13,0.6000000000000001,ind,-113.23151923944215
225,11,3,4,2,15,0.0,ind,-112.64819787314809
226,6,1,1,3,9,1.0,ind,349.065240112674
227,4,3,12,2,9,0.0,ind,56.04686914412696
228,2,3,10,1,5,0.1999999999999999,ind,-49.986518863474885
229,8,3,4,1,10,-1.0,ind,165.96673993797594
230,8,3,4,2,15,0.1999999999999999,ind,119.5626983907639
231,12,2,15,3,11,-0.6,ind,73.03236429361255
232,6,1,6,3,9,0.0,ind,-19.32753487206719
233,6,1,8,2,6,0.1999999999999999,ind,232.33180493146915
234,12,3,13,1,10,0.0,ind,-9.228002107391603
235,1,2,8,3,15,0.8,ind,29.62919235114191
236,11,1,13,3,11,-0.8,ind,-117.5093305892392
237,4,2,14,3,11,-0.1999999999999999,ind,-60.90099588456201
238,10,3,4,2,5,0.1999999999999999,ind,73.80982683281559
239,3,1,12,3,15,0.3999999999999999,ind,186.00040925544454
240,10,3,2,1,5,-0.8,ind,-88.5256605934178
241,5,1,5,2,1,0.0,ind,189.5665401575195
242,2,2,10,1,2,0.1999999999999999,ind,-31.56731046262189
243,3,1,6,3,15,0.3999999999999999,ind,138.12336685211653
244,12,2,2,1,12,-0.1999999999999999,ind,-123.26929256753601
245,5,3,1,1,5,-0.8,ind,-390.09745718580757
246,7,1,7,2,14,0.1999999999999999,ind,232.5401201671275
247,9,3,3,2,2,-0.8,ind,-100.24856346956994
248,8,2,9,3,2,0.3999999999999999,ind,75.99222097073016
249,10,1,1,2,11,0.8,ind,171.6852244078566
250,7,1,9,3,12,0.1999999999999999,ind,224.7395017580477
251,4,1,3,2,13,-0.6,ind,97.72200011622431
252,1,2,11,3,12,0.0,ind,1.4136354347142515
