,fold_id,train_ids,test_ids,cc_start,cc_end,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14
0,0,[ 1  3  4  6  7 11],[ 0  2  5  8  9 10],0.8237745794946474,0.8214402182640838,0.8603884925338912,1.0227467909727497,0.2504113311338466,0.9841162260045269,0.7849276993259202,1.1276693537996723,1.0196500268166422,1.4236839944239228,1.1127446261225042,1.1543691358203616,1.2364029984902785,0.8898311679961791,1.1456386489637387,1.0961297024391818,0.8778714627514773
0,1,[ 0  2  5  8  9 10],[ 1  3  4  6  7 11],0.7074117211182301,0.7091323983420461,1.3420657674897993,0.34037005179423885,1e-05,0.5615016419575798,1.308172214455132,2.4966674646419005,2.4214586202033104,0.7973146845524169,0.6161591834535065,2.153652943554781,0.6873720535660213,0.018123043371461423,0.6690992117139141,0.7408830157398575,0.13788965039598156
0,2,[ 1  2  4  5  7 11],[ 0  3  6  8  9 10],0.7563635946619627,0.7543681640093367,0.24783677037406276,0.5266884909075094,1e-05,0.9383801710637114,0.5010775701844244,1.8229159914185311,1.5742505227904702,1.9190068095280515,1.1182796220934434,1.5562001030431505,1.5036335690853175,1e-05,1.2478508946714237,1.3780799406566187,1e-05
0,3,[ 0  3  6  8  9 10],[ 1  2  4  5  7 11],0.7492690081615971,0.7878778864995762,1.371032754067838,1.098513656142534,1e-05,0.7726630951619197,0.9502536184136515,1.4473647806628667,1.612611505421022,0.9114298713251086,0.7561276061863904,1.731153814593146,0.9590947658100535,0.7872489283874375,1.0071623408024017,0.8979169849453257,0.7792488225442985
0,4,[ 0  2  5  8  9 11],[ 1  3  4  6  7 10],0.7624227009484399,0.7503908714195788,1.2714012787763862,1e-05,1e-05,0.3383637881832366,1.6259088395435677,2.7839364832790237,2.6372794060950113,0.8682706992411665,0.38048806858597595,2.191484177774428,1e-05,1e-05,0.47392896571342,0.5760734792376827,1e-05
0,5,[ 1  3  4  6  7 10],[ 0  2  5  8  9 11],0.778831602881188,0.7874937106264448,0.9880080639138802,1.1826100533839632,1e-05,0.9213861062211343,0.7454051665907737,1.1061241629828809,1.1891606021835717,1.2660382800385888,1.0681114641734373,1.3100933355531614,1.317013839504246,0.8400594757156035,1.1076208732439006,1.1489424335262088,0.7908707349155311
0,6,[ 2  3  4  6  8 11],[ 0  1  5  7  9 10],0.8303953750663282,0.8417621293337941,0.8860334336896304,0.13682806220884938,1e-05,1e-05,0.4500084099104583,2.075143859804631,1.7865830404111458,1.7914697099815775,0.5453297974523004,2.196773021603654,0.9514654107144077,1.0626704351334233,1.5136748738626116,0.8645807132015698,0.6867376777442362
0,7,[ 0  1  5  7  9 10],[ 2  3  4  6  8 11],0.7123350630982915,0.709187486837759,1.0654068909008167,1.2557534326217537,1e-05,1.1792343027623653,0.7939179346779222,1.5988976019405852,1.5001208492285505,0.822708152702759,0.9978174592970109,1.5025801846705114,1.0700338900336086,0.02617023104652788,0.8610273053146181,1.1004978486674017,1e-05
0,8,[ 1  3  4  8  9 10],[ 0  2  5  6  7 11],0.7910382106515272,0.8299594742625012,1.3766239055877423,0.6358896432839354,1e-05,0.497830667151094,0.6139995172403206,1.0430436605077056,1.5284099431243667,1.0809629324770644,0.9714568129131795,2.1482281709315454,1.2518019007636403,1.005134403451645,1.2992633645795333,1.1011436972436819,0.5300220401910457
0,9,[ 0  2  5  6  7 11],[ 1  3  4  8  9 10],0.7412204638706101,0.7381705040371702,0.9066545663833161,1.1903879339762866,1e-05,0.7854221248350282,0.9855628792206095,1.9281251988807864,1.5026714946812145,1.168255326562622,0.736190226781188,1.3243415986626408,1.0428338347190997,0.17961889609788217,1.0623503792382603,0.9880575735491619,0.6809748004615663
0,10,[0 1 2 3 6 7],[ 4  5  8  9 10 11],0.7905686874296136,0.7944489427911396,0.8581996228472649,1.2800009548220643,1e-05,0.9930543232125529,0.8825532922931637,1.6669780561492291,1.5095964114296392,1.2216251565278835,0.9655494285135985,1.3002598899811086,1.2327849661341401,0.42324236697111994,0.9573924133327717,1.0560087446951076,0.7505154057224592
0,11,[ 4  5  8  9 10 11],[0 1 2 3 6 7],0.6967269117465474,0.7445192613300233,1.6406533720899033,1e-05,1e-05,0.24793369405111956,0.7211546772627843,1.5736714875720321,2.0512397496412684,1.534396759531112,0.9123834200091157,2.6164139758768816,0.884315239294213,0.8099452577611999,1.3336045590833432,1.0512172579388803,0.1595519969239606
0,12,[ 1  3  5  8  9 10],[ 0  2  4  6  7 11],0.7538289682211227,0.7968738394843206,1.444239964324864,0.7762778606531815,1e-05,0.7148021196313539,0.8400253955067706,1.13605384108048,1.6995829606223256,0.8876137164053477,0.8722524984618573,2.044638481838384,1.128111724373354,0.8693350305172785,1.101704484765199,1.1028707462511895,0.41994583123121737
0,13,[ 0  2  4  6  7 11],[ 1  3  5  8  9 10],0.7485281962386469,0.7349398452722347,0.9436737770113472,0.9777100528107481,1e-05,0.9255016245608136,0.9446189173006493,1.8680879829889159,1.486772725375672,1.480736405495594,0.9462925419791508,1.2944073707511692,1.0372656987760211,0.3333379071609412,1.095995978794582,1.0313943684649074,0.6951044379298955
0,14,[ 4  6  7  8  9 11],[ 0  1  2  3  5 10],0.7470534467831366,0.7740812548045123,1.2548650326564232,0.8796705956502681,1e-05,0.6514077520631721,0.7074520164657606,1.542149610624033,1.2991801885857779,1.490549218649941,1.0361293451545157,1.5420202147491127,0.9880516441256038,0.7507333318317295,1.1526082656895134,1.0361619908720445,0.738632277461454
0,15,[ 0  1  2  3  5 10],[ 4  6  7  8  9 11],0.7614147363034173,0.7743852221776464,1.0118666439735682,1.0384801380934885,0.002468364599104156,1.0181912952550434,1.1111700065177437,1.361244711624558,1.5683733468486736,0.998007281208523,0.8933470246234022,1.4994093863461853,1.1376840233026835,0.5990627355664787,1.0635339691440473,1.02924642478902,0.6432750423202558
